
A*_simple,GBB.L.GHI.LMGHIAAMCCCK.M..JKDDEEJFF.,2502,79,51,84.87304973602295
A*_simple,..IBBB..IK..AAJK.LCCJDDLGHEE.LGHFF..,3558,79,50,4.931793689727783
A*_simple,BBBKLMHCCKLMH.AALMDDJ....IJEE..IFFGG,13592,89,49,14.131528377532959
A*_simple,...JBB.CCJL.AAIKL.DDIKEEHFFF.MH.GG.M,2446,82,49,2.0073795318603516
A*_simple,...JBB.CCJL.AAIKL.DDIKEEHFFF.MHGGG.M,1566,83,49,1.2406699657440186
A*_simple,..HBBB..HJ..AAIJ.KCCIDDK.GEE.K.GFF..,1751,75,49,1.2346086502075195
A*_simple,BBBKLMHCCKLMH.AAL.DDJ....IJEE..IFFGG,20250,86,48,28.97738480567932
A*_simple,G..BBBGCCJ.KAAHJ.K..HDDK..IEE...IFFF,3237,73,48,2.303584337234497
A*_simple,..HBBB..HJ..AAIJ.KCCIDDKFGEE.KFG....,1713,74,48,1.0630500316619873
A*_simple,BBCCL...J.LMI.JAAMIDDEEM.FFK..GGGKHH,4718,70,47,3.8306150436401367
